epoch,train_loss,train_err,test_err
68,0.28166940808296204,0.1351,0.1831
69,0.2770458459854126,0.12264,0.1564
70,0.17866584658622742,0.12352,0.1674
71,0.247306227684021,0.10114,0.1461
72,0.316292941570282,0.09494,0.1358
73,0.3774529695510864,0.09618,0.1397
74,0.2843995988368988,0.08358,0.1309
75,0.30956584215164185,0.12112,0.1694
76,0.2740233838558197,0.10142,0.1486
77,0.36421602964401245,0.11926,0.1655
78,0.35946112871170044,0.08188,0.1272
79,0.18586140871047974,0.11226,0.1531
80,0.1440010666847229,0.08382,0.1303
81,0.2162000685930252,0.09928,0.1484
82,0.07534562051296234,0.03512,0.0911
83,0.05866926163434982,0.03056,0.0893
84,0.052175164222717285,0.02828,0.0888
85,0.13091813027858734,0.0269,0.0851
86,0.11394665390253067,0.0248,0.084
87,0.04522084817290306,0.02394,0.0906
88,0.15537004172801971,0.02166,0.085
89,0.10361586511135101,0.02262,0.0872
90,0.048154063522815704,0.02132,0.086
91,0.1269783079624176,0.01962,0.0857
92,0.07947887480258942,0.01858,0.0848
93,0.05626530572772026,0.01738,0.0824
94,0.19831469655036926,0.01858,0.0878
95,0.04028702527284622,0.01816,0.0858
96,0.2415078580379486,0.01736,0.0846
97,0.021204227581620216,0.01528,0.0867
98,0.10113676637411118,0.01756,0.0867
99,0.09849880635738373,0.01422,0.0824
100,0.024971801787614822,0.015,0.084
101,0.054211296141147614,0.01464,0.0855
102,0.03872186318039894,0.0139,0.0837
103,0.015305879525840282,0.01348,0.0873
104,0.08603518456220627,0.0122,0.0858
105,0.045983102172613144,0.01286,0.0862
106,0.03613319247961044,0.01248,0.0866
107,0.019046448171138763,0.01218,0.086
108,0.0470421239733696,0.01238,0.0839
109,0.06269021332263947,0.01234,0.0854
110,0.07544264197349548,0.01068,0.0848
111,0.06390204280614853,0.01062,0.086
112,0.029037531465291977,0.0115,0.0862
113,0.0183851420879364,0.01052,0.0846
114,0.057746052742004395,0.0098,0.0858
115,0.056297771632671356,0.00976,0.0877
116,0.06634699553251266,0.01028,0.0878
117,0.05426975339651108,0.00906,0.0865
118,0.02339419350028038,0.00888,0.0883
119,0.027142217382788658,0.01046,0.0862
120,0.023793471977114677,0.0093,0.0878
121,0.016446391120553017,0.00906,0.0859
122,0.03732825815677643,0.00772,0.0888
123,0.013131579384207726,0.00658,0.0858
124,0.07044387608766556,0.00684,0.0854
125,0.029547682031989098,0.00588,0.0847
126,0.00813971646130085,0.0061,0.0834
127,0.029107609763741493,0.00588,0.0839
128,0.016398167237639427,0.00552,0.0846
129,0.02291986532509327,0.0049,0.0838
130,0.020384037867188454,0.0049,0.0849
131,0.013405921868979931,0.00496,0.0847
132,0.03792285546660423,0.00522,0.0841
133,0.012065159156918526,0.00554,0.0837
134,0.017516275867819786,0.00472,0.083
135,0.0430646650493145,0.00482,0.0831
136,0.03589809685945511,0.00482,0.0846
137,0.011264761909842491,0.00484,0.0848
138,0.06977851688861847,0.00514,0.0836
139,0.042040884494781494,0.00494,0.0827
140,0.012378277257084846,0.0045,0.0838
141,0.020176082849502563,0.0045,0.0827
142,0.020797597244381905,0.00466,0.0839
143,0.05673255771398544,0.00466,0.0835
144,0.04955711588263512,0.00454,0.0828
145,0.03442470356822014,0.00434,0.0838
146,0.06409608572721481,0.00386,0.0833
147,0.010633673518896103,0.00468,0.0835
148,0.03207799047231674,0.0047,0.0826
149,0.017931519076228142,0.0042,0.0839
150,0.02874651551246643,0.00482,0.0834
151,0.018363602459430695,0.00458,0.0839
152,0.03097482956945896,0.00486,0.0827
153,0.009640254080295563,0.00368,0.0836
154,0.007502270396798849,0.0041,0.083
155,0.04271930828690529,0.00442,0.084
156,0.018872711807489395,0.0039,0.0832
157,0.04550013691186905,0.00376,0.0842
158,0.026457641273736954,0.0041,0.0845
159,0.03507207706570625,0.00378,0.0847
160,0.027478355914354324,0.0043,0.0848
161,0.032316215336322784,0.00372,0.0851
162,0.03034355118870735,0.00416,0.0844
163,0.08686959743499756,0.00384,0.0835
