epoch,train_loss,train_err,test_err
0,1.8955131769180298,0.73904,0.7336
1,1.72806715965271,0.66846,0.6536
2,1.862390160560608,0.63598,0.6205
3,1.5770710706710815,0.5992,0.5926
4,1.6530721187591553,0.5993,0.5833
5,1.5320078134536743,0.54748,0.5311
6,1.5279403924942017,0.5674,0.5476
7,1.234337568283081,0.51402,0.502
8,1.1897814273834229,0.49452,0.4829
9,1.1486473083496094,0.42124,0.4057
10,0.9937518239021301,0.4188,0.4239
11,1.0266896486282349,0.41758,0.4152
12,1.169211506843567,0.38098,0.3646
13,0.8716392517089844,0.39062,0.3906
14,0.8868468999862671,0.32638,0.3203
15,0.7600823640823364,0.36872,0.3845
16,0.8141798973083496,0.29884,0.3006
17,0.7934049963951111,0.30432,0.3095
18,0.855047881603241,0.4037,0.3877
19,0.6365259885787964,0.31206,0.311
20,0.5924288034439087,0.32054,0.3265
21,0.7984310984611511,0.26348,0.2643
22,0.5357736349105835,0.31712,0.3224
23,0.6287570595741272,0.25548,0.2736
24,0.9573920369148254,0.23684,0.2414
25,0.5358753800392151,0.29148,0.2978
26,0.5706969499588013,0.27868,0.2891
27,0.6808892488479614,0.27422,0.2729
28,0.6441646814346313,0.29832,0.3143
29,0.6318272948265076,0.25366,0.2525
30,0.5656312704086304,0.2703,0.2752
31,0.48602819442749023,0.21444,0.2263
32,0.7785752415657043,0.24304,0.2541
33,0.5656134486198425,0.20826,0.2174
34,0.5981777906417847,0.19904,0.2217
35,0.7488189339637756,0.26936,0.2747
36,0.7009975910186768,0.32126,0.3119
37,0.5068823099136353,0.24156,0.257
38,0.4847647547721863,0.20004,0.2208
39,0.5270012617111206,0.29414,0.303
40,0.527236819267273,0.18828,0.2074
41,0.37544161081314087,0.20332,0.2189
42,0.6904178857803345,0.24694,0.2563
43,0.3975851833820343,0.19242,0.2242
44,0.5844706296920776,0.21716,0.2306
45,0.5338957905769348,0.41564,0.4181
46,0.44663095474243164,0.18996,0.2048
47,0.5145107507705688,0.24286,0.2593
48,0.4016450345516205,0.21926,0.238
49,0.5727265477180481,0.2058,0.2217
50,0.6854364275932312,0.21562,0.2155
51,0.4669393002986908,0.26436,0.2833
52,0.40624919533729553,0.23388,0.2521
53,0.35290783643722534,0.19182,0.2127
54,0.37872833013534546,0.24724,0.2567
55,0.39723506569862366,0.18752,0.203
56,0.4870162904262543,0.20952,0.2266
57,0.4105028212070465,0.23992,0.2536
58,0.4378829896450043,0.23328,0.2488
59,0.3798850476741791,0.26358,0.2705
60,0.47473010420799255,0.16832,0.1924
61,0.5253037214279175,0.23708,0.2536
62,0.5106126070022583,0.23954,0.2493
63,0.43480974435806274,0.22922,0.2372
64,0.339154988527298,0.3152,0.3257
65,0.587493360042572,0.23138,0.2497
66,0.34311336278915405,0.2182,0.2406
67,0.47788214683532715,0.19974,0.2197
68,0.3561796247959137,0.18836,0.2147
69,0.24364402890205383,0.22188,0.236
70,0.4884475767612457,0.22932,0.2587
71,0.4630526900291443,0.18444,0.205
72,0.403809130191803,0.18612,0.209
73,0.4627426266670227,0.22162,0.2357
74,0.5583113431930542,0.19954,0.2179
75,0.35043996572494507,0.22952,0.2367
76,0.35985657572746277,0.18736,0.2132
77,0.33631983399391174,0.1824,0.2056
78,0.4497699737548828,0.1902,0.2106
79,0.5024535059928894,0.247,0.2641
80,0.5006113648414612,0.2116,0.2372
81,0.28335314989089966,0.14842,0.1787
82,0.35960152745246887,0.07996,0.1245
83,0.31518468260765076,0.0751,0.1206
84,0.19085350632667542,0.07154,0.1196
85,0.10314477980136871,0.06732,0.1188
86,0.250973641872406,0.0645,0.117
87,0.2836408317089081,0.06432,0.1164
88,0.11616677045822144,0.06262,0.1181
89,0.1861824095249176,0.06034,0.1173
90,0.16482862830162048,0.06138,0.1173
91,0.1675373613834381,0.05698,0.1173
92,0.1224340945482254,0.05908,0.1177
93,0.17885945737361908,0.05382,0.1118
94,0.23279869556427002,0.05424,0.1174
95,0.16049309074878693,0.05246,0.1146
96,0.26026031374931335,0.0501,0.1128
97,0.16552041471004486,0.05178,0.1145
98,0.3007699251174927,0.05052,0.1148
99,0.213003471493721,0.04838,0.1152
100,0.17337539792060852,0.04892,0.1154
101,0.1597094088792801,0.04876,0.1159
102,0.1232011541724205,0.0477,0.1124
103,0.2727767825126648,0.048,0.1147
104,0.17485330998897552,0.04454,0.1154
105,0.2834089398384094,0.04688,0.117
106,0.11652369797229767,0.04402,0.1128
107,0.14255234599113464,0.04434,0.1174
108,0.17384716868400574,0.04782,0.121
109,0.2380439043045044,0.0409,0.1127
110,0.19260019063949585,0.04412,0.1192
111,0.16228163242340088,0.04154,0.1148
112,0.18035951256752014,0.04,0.1167
113,0.1865585893392563,0.03828,0.1144
114,0.09018567204475403,0.03934,0.1173
115,0.16681335866451263,0.04486,0.1176
116,0.1404752880334854,0.04072,0.1217
117,0.23514842987060547,0.04412,0.1173
118,0.13905742764472961,0.0422,0.1189
119,0.11618770658969879,0.03686,0.1185
120,0.12416069209575653,0.04058,0.1193
121,0.1635172814130783,0.0383,0.1199
122,0.12129367887973785,0.04102,0.1195
123,0.08875258266925812,0.02716,0.1105
124,0.12330323457717896,0.02666,0.109
125,0.10820645093917847,0.0258,0.1088
126,0.11499333381652832,0.02476,0.1104
127,0.054181985557079315,0.0242,0.1103
128,0.06396207958459854,0.02318,0.1109
129,0.07854326069355011,0.02362,0.1094
130,0.07435883581638336,0.02284,0.1101
131,0.027609024196863174,0.02238,0.1095
132,0.15039467811584473,0.02316,0.1102
133,0.1024639755487442,0.02264,0.1097
134,0.08247342705726624,0.02192,0.1101
135,0.172690287232399,0.02162,0.1095
136,0.11455336958169937,0.02152,0.1097
137,0.08080534636974335,0.02102,0.1085
138,0.12042629718780518,0.02108,0.1101
139,0.08289048820734024,0.0212,0.1097
140,0.10929503291845322,0.01992,0.109
141,0.05425180867314339,0.0201,0.1102
142,0.05516161397099495,0.02086,0.1085
143,0.11968430131673813,0.02044,0.1094
144,0.03391304984688759,0.0202,0.1103
145,0.04883184656500816,0.02016,0.1103
146,0.01918775774538517,0.01912,0.1086
147,0.08703036606311798,0.01994,0.1077
148,0.1060888022184372,0.01966,0.1088
