epoch,train_loss,train_err,test_err
104,0.00789942778646946,0.00544,0.0782
105,0.022834036499261856,0.00624,0.0814
106,0.004790379665791988,0.00514,0.0801
107,0.010966319590806961,0.00442,0.079
108,0.02356693521142006,0.00476,0.0804
109,0.032919567078351974,0.0042,0.0832
110,0.04060078412294388,0.00406,0.0807
111,0.011316555552184582,0.00358,0.0784
112,0.019353948533535004,0.00406,0.0801
113,0.010205037891864777,0.00384,0.0804
114,0.019908297806978226,0.0039,0.0817
115,0.04663745313882828,0.00368,0.0821
116,0.03580506891012192,0.00362,0.0811
117,0.0138015765696764,0.00302,0.0801
118,0.00832616537809372,0.003,0.08
119,0.015597405843436718,0.00316,0.0798
120,0.02712063118815422,0.0033,0.0805
121,0.010902022011578083,0.00304,0.0814
122,0.017579514533281326,0.00278,0.0791
123,0.0035496908240020275,0.00198,0.0787
124,0.009277228266000748,0.0019,0.0792
125,0.00791972316801548,0.00158,0.0799
126,0.010425596497952938,0.0017,0.0786
127,0.008755281567573547,0.00144,0.0777
128,0.01478110533207655,0.00148,0.0783
129,0.006262928247451782,0.00136,0.0784
130,0.01427663117647171,0.00162,0.079
131,0.014909742400050163,0.00122,0.0788
132,0.012181030586361885,0.00168,0.079
133,0.00500642042607069,0.00148,0.0781
134,0.005166466813534498,0.00156,0.0785
135,0.003956940956413746,0.00148,0.0791
136,0.021880080923438072,0.00172,0.0788
137,0.04448600858449936,0.00158,0.0794
138,0.006694086827337742,0.00114,0.0789
139,0.024526534602046013,0.00136,0.0781
140,0.0065231421031057835,0.00132,0.0783
141,0.025841807946562767,0.00146,0.0784
142,0.005477471277117729,0.0017,0.0789
143,0.002184647135436535,0.00146,0.0788
144,0.013012905605137348,0.00118,0.0785
145,0.00709886709228158,0.00132,0.0795
146,0.002105946885421872,0.00166,0.0798
147,0.05083578824996948,0.00118,0.0782
148,0.013619869947433472,0.00144,0.0793
149,0.026514407247304916,0.00122,0.078
150,0.018405625596642494,0.0014,0.0778
151,0.016821254044771194,0.00098,0.0788
152,0.05832875892519951,0.00118,0.0787
153,0.002848417963832617,0.00122,0.0795
154,0.04082195833325386,0.00118,0.0799
155,0.009088380262255669,0.00114,0.0791
156,0.0012413124786689878,0.00106,0.078
157,0.013317610137164593,0.0011,0.079
158,0.0010335356928408146,0.00104,0.0793
159,0.034417036920785904,0.00104,0.0783
160,0.023110561072826385,0.00126,0.0786
161,0.011805889196693897,0.00096,0.0783
162,0.02655540406703949,0.00092,0.079
163,0.021011771634221077,0.00096,0.0784
