epoch,train_loss,train_err,test_err
0,1.6954851150512695,0.66706,0.6447
1,1.5234946012496948,0.53582,0.5392
2,1.0986337661743164,0.41138,0.4064
3,1.3176867961883545,0.37084,0.3814
4,0.7232828736305237,0.31336,0.307
5,0.7752731442451477,0.24662,0.2564
6,0.5471760630607605,0.22656,0.2391
7,0.833761990070343,0.25844,0.2768
8,0.4426794946193695,0.19894,0.2135
9,0.5071688890457153,0.18302,0.2004
10,0.3689190447330475,0.16828,0.1924
11,0.4814547896385193,0.15534,0.1767
12,0.3693510591983795,0.14124,0.1715
13,0.5998501181602478,0.1681,0.1986
14,0.5749785304069519,0.15388,0.1837
15,0.560308039188385,0.15236,0.1833
16,0.2918042242527008,0.16412,0.1997
17,0.41032105684280396,0.12936,0.1649
18,0.5237380266189575,0.14302,0.1806
19,0.28738054633140564,0.13422,0.1711
20,0.2885860800743103,0.12684,0.1669
21,0.26250335574150085,0.10198,0.1407
22,0.16579832136631012,0.1167,0.1595
23,0.235752671957016,0.13814,0.1745
24,0.30571264028549194,0.16558,0.2032
25,0.19568805396556854,0.12256,0.1642
26,0.23612573742866516,0.11948,0.1606
27,0.35823529958724976,0.12686,0.1646
28,0.2241721898317337,0.11282,0.1541
29,0.25702303647994995,0.10452,0.1462
30,0.5379272103309631,0.11612,0.1526
31,0.1919095516204834,0.1127,0.1557
32,0.24515597522258759,0.10542,0.1487
33,0.28106236457824707,0.10896,0.1516
34,0.11506445705890656,0.10458,0.1463
35,0.23845724761486053,0.08856,0.1344
36,0.21987846493721008,0.1037,0.1492
37,0.21489623188972473,0.09702,0.1407
38,0.30399173498153687,0.07972,0.1271
39,0.33882251381874084,0.12458,0.1758
40,0.18811039626598358,0.09322,0.1422
41,0.1643475443124771,0.08808,0.1351
42,0.22290797531604767,0.0809,0.1301
43,0.24364590644836426,0.07882,0.1293
44,0.376792848110199,0.09818,0.144
45,0.24674531817436218,0.09208,0.1435
46,0.30301693081855774,0.10366,0.1534
47,0.16063305735588074,0.0825,0.1369
48,0.31277573108673096,0.1115,0.1596
49,0.18741187453269958,0.09822,0.1527
50,0.20643122494220734,0.07566,0.1232
51,0.16624967753887177,0.12872,0.1748
52,0.15636393427848816,0.08414,0.134
53,0.25020039081573486,0.0809,0.133
54,0.2680041790008545,0.0785,0.1293
55,0.19437648355960846,0.0791,0.1343
56,0.2238665521144867,0.07758,0.1302
57,0.23000049591064453,0.0702,0.1268
58,0.19903799891471863,0.0755,0.13
59,0.27229270339012146,0.07408,0.1289
60,0.30246609449386597,0.09946,0.1525
61,0.1572236567735672,0.0943,0.1528
62,0.20966306328773499,0.06516,0.1174
63,0.4582541584968567,0.10758,0.155
64,0.19036857783794403,0.06876,0.1247
65,0.2876588702201843,0.1234,0.1679
66,0.17323003709316254,0.0658,0.1174
67,0.17734867334365845,0.0748,0.1332
68,0.16245153546333313,0.06568,0.1196
69,0.15716961026191711,0.0622,0.1168
70,0.16829116642475128,0.07086,0.1214
71,0.2691134810447693,0.07032,0.1207
72,0.1574716866016388,0.06556,0.1197
73,0.24855908751487732,0.06434,0.1161
74,0.24798330664634705,0.08276,0.1365
75,0.2368384599685669,0.09446,0.1453
76,0.07894523441791534,0.06838,0.1186
77,0.19072116911411285,0.06598,0.1194
78,0.11578520387411118,0.067,0.1216
79,0.1802751123905182,0.09972,0.1472
80,0.16154484450817108,0.08418,0.1332
81,0.17813196778297424,0.06464,0.1133
82,0.06382163614034653,0.01894,0.0773
83,0.022543760016560555,0.0158,0.0764
84,0.05471441149711609,0.01206,0.0755
85,0.03809134289622307,0.01074,0.0766
86,0.04231138899922371,0.00978,0.075
87,0.029435593634843826,0.00884,0.0743
88,0.012073115445673466,0.00786,0.0746
89,0.06004045531153679,0.00686,0.0765
90,0.00838445220142603,0.00604,0.074
91,0.027816837653517723,0.00548,0.0737
92,0.018703076988458633,0.00542,0.0751
93,0.024453172460198402,0.00456,0.0752
94,0.014116493985056877,0.00374,0.0724
95,0.060378916561603546,0.00428,0.0752
96,0.059477753937244415,0.0039,0.0745
97,0.019565705209970474,0.00344,0.0759
98,0.015430075116455555,0.0032,0.0738
99,0.009743552654981613,0.0026,0.0729
100,0.04174588993191719,0.00282,0.0755
101,0.01672946661710739,0.00236,0.0749
102,0.016010403633117676,0.00282,0.0731
103,0.023959768936038017,0.0022,0.0747
104,0.010267560370266438,0.00218,0.0737
105,0.028738534078001976,0.00216,0.0738
106,0.0035372483544051647,0.00224,0.0724
107,0.016168106347322464,0.00154,0.0738
108,0.0019227301236242056,0.00156,0.0732
109,0.005397444125264883,0.00148,0.0749
110,0.007163143716752529,0.00188,0.074
111,0.006916121579706669,0.00172,0.0745
112,0.032142411917448044,0.00162,0.072
