epoch,train_loss,train_err,test_err
90,0.44275274872779846,0.13996,0.166
91,0.28325772285461426,0.13052,0.1602
92,0.3402717411518097,0.13126,0.1651
93,0.36164847016334534,0.13078,0.1586
94,0.4310658872127533,0.13154,0.1612
95,0.28393667936325073,0.13012,0.1599
96,0.34624674916267395,0.13144,0.162
97,0.6709204912185669,0.12504,0.1597
98,0.509138822555542,0.13208,0.1662
99,0.32162758708000183,0.12348,0.1564
100,0.46396398544311523,0.12246,0.1579
101,0.5790935158729553,0.1243,0.1608
102,0.3389342129230499,0.12342,0.1578
103,0.4738614559173584,0.12168,0.1575
104,0.43444329500198364,0.13022,0.1658
105,0.38567280769348145,0.12848,0.1621
106,0.42351990938186646,0.11958,0.1547
107,0.4712144732475281,0.12058,0.1565
108,0.5582835674285889,0.12332,0.1587
109,0.3990705907344818,0.12138,0.1564
110,0.41152483224868774,0.1228,0.1553
111,0.46338897943496704,0.12024,0.1598
112,0.39531680941581726,0.11602,0.1589
113,0.3570317327976227,0.11866,0.1561
114,0.20948579907417297,0.1189,0.1558
115,0.4002358317375183,0.11764,0.1559
116,0.1800248920917511,0.11462,0.1532
117,0.42695561051368713,0.1193,0.1587
118,0.3194054067134857,0.1158,0.1556
119,0.33531272411346436,0.11682,0.1542
120,0.47627171874046326,0.11596,0.1602
121,0.31565654277801514,0.12074,0.1659
122,0.24866187572479248,0.11448,0.1554
123,0.40637868642807007,0.10182,0.1486
124,0.2185504138469696,0.10162,0.15
125,0.38306277990341187,0.10176,0.1505
126,0.2872087359428406,0.09836,0.1492
127,0.3268497586250305,0.09904,0.1491
128,0.32801735401153564,0.09794,0.1499
129,0.2762778103351593,0.09832,0.1488
130,0.23402039706707,0.09946,0.1497
131,0.42165857553482056,0.09828,0.1476
132,0.4172228276729584,0.09766,0.1491
133,0.46568766236305237,0.09742,0.1488
134,0.30977800488471985,0.09856,0.1476
135,0.37499895691871643,0.09768,0.1472
136,0.26575830578804016,0.09706,0.1477
137,0.39676642417907715,0.0969,0.1475
138,0.2891267240047455,0.09734,0.1471
139,0.2164643108844757,0.09652,0.1478
140,0.4098244607448578,0.09612,0.1483
141,0.2870139479637146,0.09618,0.1488
142,0.2007894515991211,0.09636,0.1497
143,0.2262498438358307,0.09526,0.1494
144,0.3691360652446747,0.0975,0.1493
145,0.2916562855243683,0.09552,0.1481
146,0.3736977279186249,0.09516,0.1497
147,0.32547950744628906,0.09726,0.1476
148,0.30924445390701294,0.09506,0.1488
149,0.2884262800216675,0.09728,0.1491
150,0.3762741684913635,0.0955,0.1505
151,0.2908473014831543,0.09468,0.1487
152,0.36162805557250977,0.09642,0.1501
153,0.24113018810749054,0.09602,0.1486
154,0.3123452961444855,0.09374,0.1482
155,0.31909966468811035,0.09386,0.1469
156,0.3325149118900299,0.0931,0.1473
157,0.2984990179538727,0.09488,0.1483
158,0.4115118384361267,0.09452,0.1492
159,0.29231590032577515,0.0945,0.1491
160,0.2608695328235626,0.0943,0.1491
161,0.33676397800445557,0.0933,0.1488
162,0.49371200799942017,0.09374,0.1478
163,0.398769736289978,0.09374,0.1492
