epoch,train_loss,train_err,test_err
0,1.3508572578430176,0.49866,0.5245
1,1.049800157546997,0.44828,0.4614
2,0.8646589517593384,0.31558,0.327
3,0.6485242247581482,0.29116,0.3025
4,0.8366864323616028,0.28502,0.3065
5,0.8597161173820496,0.27982,0.2919
6,0.8172228932380676,0.24756,0.266
7,0.6303282976150513,0.20514,0.213
8,0.46275249123573303,0.20298,0.2198
9,0.37198925018310547,0.19874,0.2125
10,0.4032258093357086,0.18324,0.2008
11,0.5564021468162537,0.19248,0.2134
12,0.5757921934127808,0.22026,0.2299
13,0.4305286407470703,0.16982,0.19
14,0.37961047887802124,0.161,0.1819
15,0.41274887323379517,0.19462,0.2226
16,0.40920329093933105,0.17206,0.2012
17,0.5756582617759705,0.16878,0.1857
18,0.404339462518692,0.13844,0.161
19,0.4688497483730316,0.16766,0.187
20,0.5840204954147339,0.15204,0.182
21,0.39014995098114014,0.16256,0.1859
22,0.35477790236473083,0.14358,0.1724
23,0.4963647425174713,0.13644,0.1712
24,0.43246597051620483,0.15098,0.1871
25,0.30928632616996765,0.12892,0.1569
26,0.5457766056060791,0.13528,0.165
27,0.38340920209884644,0.14198,0.1681
28,0.5045096278190613,0.14398,0.1682
29,0.43289175629615784,0.1344,0.1683
30,0.23871028423309326,0.13546,0.1655
31,0.2519146800041199,0.14272,0.1905
32,0.46412673592567444,0.11678,0.148
33,0.35119450092315674,0.16028,0.188
34,0.3638592064380646,0.14546,0.1764
35,0.41473251581192017,0.13366,0.1685
36,0.41522660851478577,0.11852,0.1491
37,0.3499358296394348,0.13816,0.1783
38,0.3566966950893402,0.15182,0.1833
39,0.27413418889045715,0.11716,0.1595
40,0.46295326948165894,0.1404,0.1802
41,0.49284642934799194,0.12118,0.1511
42,0.48588427901268005,0.1214,0.1601
43,0.26451435685157776,0.12822,0.163
44,0.18831324577331543,0.13462,0.1727
45,0.45434337854385376,0.1199,0.1654
46,0.37230008840560913,0.1424,0.1725
47,0.4045667052268982,0.13358,0.1569
48,0.4215922951698303,0.129,0.1745
49,0.4538540840148926,0.115,0.1531
50,0.3907167315483093,0.12936,0.175
51,0.3088059723377228,0.1296,0.1721
52,0.31907230615615845,0.13754,0.1795
53,0.4171275496482849,0.11356,0.1513
54,0.2484031468629837,0.11288,0.1645
55,0.26443278789520264,0.12898,0.1671
56,0.3190833032131195,0.13238,0.1687
57,0.4136468768119812,0.10894,0.1428
58,0.32545018196105957,0.11208,0.1585
59,0.3178862929344177,0.12516,0.164
60,0.35348784923553467,0.1235,0.153
61,0.2719685733318329,0.11576,0.1677
62,0.43638506531715393,0.12486,0.1733
63,0.3305370807647705,0.11758,0.1611
64,0.3136451840400696,0.12294,0.1592
65,0.2946619391441345,0.10602,0.1479
66,0.2636261582374573,0.12398,0.1708
67,0.40376847982406616,0.12856,0.1728
68,0.3546152412891388,0.11588,0.1578
69,0.3647041320800781,0.11604,0.1627
70,0.19232498109340668,0.13576,0.1846
71,0.3529386520385742,0.11414,0.1504
72,0.1504586637020111,0.11762,0.1562
73,0.31006836891174316,0.10032,0.1388
74,0.20332832634449005,0.14488,0.1834
75,0.2343803346157074,0.10298,0.1392
76,0.36574986577033997,0.12542,0.1581
77,0.18565848469734192,0.13158,0.1659
78,0.2671752870082855,0.1258,0.1738
79,0.2899114787578583,0.09898,0.1387
80,0.2427392303943634,0.1106,0.15
81,0.3008783459663391,0.12568,0.1596
82,0.16927577555179596,0.04806,0.1005
83,0.19914261996746063,0.04198,0.0983
84,0.28397300839424133,0.0385,0.1013
85,0.1400078982114792,0.03704,0.0996
86,0.1587143838405609,0.03364,0.0992
87,0.17776350677013397,0.03402,0.0963
88,0.1014077439904213,0.0319,0.0965
89,0.12341605126857758,0.03174,0.0978
90,0.0889686793088913,0.02916,0.0953
91,0.03707633912563324,0.02862,0.0983
92,0.0891512930393219,0.02814,0.0975
93,0.18158629536628723,0.027,0.0969
94,0.1395793855190277,0.0258,0.0964
95,0.12616583704948425,0.02516,0.0962
96,0.11187752336263657,0.02322,0.0946
97,0.04722592979669571,0.02408,0.0961
98,0.17017525434494019,0.02388,0.0941
99,0.12287598848342896,0.02272,0.0949
100,0.1996997892856598,0.02084,0.0957
101,0.11924978345632553,0.02206,0.0978
102,0.17178921401500702,0.02088,0.0969
103,0.10916204750537872,0.02204,0.0974
104,0.050668131560087204,0.02114,0.0942
105,0.054854393005371094,0.01866,0.0958
106,0.13811025023460388,0.01902,0.0947
107,0.10603775829076767,0.01874,0.0984
108,0.07431677728891373,0.01724,0.093
109,0.12612852454185486,0.0185,0.0972
110,0.12170587480068207,0.01756,0.0982
111,0.09016124904155731,0.01872,0.0972
112,0.1055300384759903,0.01702,0.0996
113,0.08828432857990265,0.0165,0.0957
114,0.05731465294957161,0.01658,0.0998
115,0.06317613273859024,0.01702,0.0969
116,0.09167353808879852,0.01614,0.096
117,0.09697665274143219,0.01608,0.0972
118,0.06843658536672592,0.01506,0.0976
119,0.07430800050497055,0.0145,0.0975
120,0.051192719489336014,0.0138,0.0986
121,0.041497327387332916,0.01436,0.0993
122,0.059780530631542206,0.01368,0.0984
123,0.08658181875944138,0.01144,0.0953
124,0.029700059443712234,0.01032,0.0939
125,0.06584323942661285,0.00956,0.0932
126,0.08815249055624008,0.0094,0.095
127,0.028463613241910934,0.00948,0.0951
128,0.05570905655622482,0.00928,0.0951
129,0.05502758175134659,0.0092,0.093
130,0.04507242888212204,0.00948,0.0946
131,0.08911460638046265,0.00862,0.0949
132,0.046957358717918396,0.00848,0.0953
133,0.08313918113708496,0.00804,0.0946
134,0.04938318580389023,0.00784,0.0935
135,0.11752073466777802,0.00888,0.093
136,0.09788556396961212,0.00808,0.0943
137,0.025308597832918167,0.008,0.0953
138,0.051542483270168304,0.00814,0.0936
139,0.030315110459923744,0.00792,0.0949
140,0.03862152621150017,0.00748,0.094
141,0.15093404054641724,0.0084,0.0944
142,0.061420898884534836,0.00804,0.0927
143,0.12309916317462921,0.00832,0.0925
144,0.0624769926071167,0.00794,0.0929
145,0.0605134554207325,0.0079,0.0931
146,0.039393987506628036,0.00742,0.0943
147,0.05583736300468445,0.00796,0.0932
148,0.07829828560352325,0.00814,0.0935
149,0.06566856801509857,0.00758,0.0933
150,0.059394776821136475,0.00696,0.0949
151,0.03330676630139351,0.00764,0.0951
152,0.03802519291639328,0.00714,0.0928
153,0.13869062066078186,0.0078,0.0944
154,0.0600861981511116,0.00674,0.0922
155,0.033324070274829865,0.00752,0.093
156,0.05805864930152893,0.00738,0.0919
157,0.05609913542866707,0.00696,0.0929
158,0.04745443910360336,0.0074,0.095
159,0.04593697190284729,0.00694,0.0938
160,0.027390386909246445,0.00662,0.0926
161,0.13287553191184998,0.00724,0.0918
162,0.04585279896855354,0.00736,0.093
163,0.06893976032733917,0.00788,0.0923
